,index,country,year,population,gdp,co2,co2_growth_prct
4735,20862,Ireland,1986,3515672.0,52286103552.0,28.55,6.731
4736,20863,Ireland,1987,3513702.0,54719774720.0,30.226,5.87
4737,20864,Ireland,1988,3498032.0,57578364928.0,29.884,-1.134
4738,20865,Ireland,1989,3483316.0,60929429504.0,30.061,0.594
4739,20866,Ireland,1990,3485370.0,66087473152.0,32.944,9.592
4740,20867,Ireland,1991,3504806.0,67936149504.0,33.674,2.216
4741,20868,Ireland,1992,3528370.0,71167893504.0,33.495,-0.532
4742,20869,Ireland,1993,3545700.0,73646604288.0,33.716,0.66
4743,20870,Ireland,1994,3559396.0,78875959296.0,34.838,3.328
4744,20871,Ireland,1995,3579486.0,87428767744.0,35.853,2.912
4745,20872,Ireland,1996,3606725.0,96464093184.0,37.469,4.508
4746,20873,Ireland,1997,3640157.0,108048252928.0,38.805,3.565
4747,20874,Ireland,1998,3678670.0,118272466944.0,40.709,4.907
4748,20875,Ireland,1999,3719918.0,132615405568.0,42.44,4.253
4749,20876,Ireland,2000,3768954.0,147422871552.0,45.249,6.619
4750,20877,Ireland,2001,3829019.0,158125555712.0,47.608,5.212
4751,20878,Ireland,2002,3894256.0,168846213120.0,46.082,-3.205
4752,20879,Ireland,2003,3958706.0,177045291008.0,45.684,-0.863
4753,20880,Ireland,2004,4031961.0,191105269760.0,46.167,1.057
4754,20881,Ireland,2005,4121220.0,204428607488.0,48.157,4.31
4755,20882,Ireland,2006,4234809.0,218886733824.0,47.605,-1.146
4756,20883,Ireland,2007,4359841.0,229784272896.0,47.664,0.125
4757,20884,Ireland,2008,4452393.0,222239932416.0,47.363,-0.632
4758,20885,Ireland,2009,4499797.0,214513696768.0,42.179,-10.945
4759,20886,Ireland,2010,4524581.0,221367779328.0,41.794,-0.914
4760,20887,Ireland,2011,4544504.0,223963938816.0,38.056,-8.942
4761,20888,Ireland,2012,4564550.0,221943971840.0,38.227,0.449
4762,20889,Ireland,2013,4588830.0,225008336896.0,37.282,-2.473
4763,20890,Ireland,2014,4622165.0,244831715328.0,36.853,-1.15
4764,20891,Ireland,2015,4665764.0,254793482240.0,38.718,5.061
4765,20892,Ireland,2016,4715791.0,268695470080.0,40.37,4.265
4766,20893,Ireland,2017,4771860.0,290581577728.0,39.078,-3.199
4767,20894,Ireland,2018,4834506.0,314321666048.0,39.012,-0.168
4768,20895,Ireland,2019,4896021.0,,37.326,-4.324
4769,20896,Ireland,2020,4946123.0,,35.153,-5.82
4770,20897,Ireland,2021,4986525.0,,37.54,6.791
4771,21028,Isle of Man,1980,64044.0,,,
4772,21029,Isle of Man,1981,64584.0,,,
4773,21030,Isle of Man,1982,64677.0,,,
4774,21031,Isle of Man,1983,64625.0,,,
4775,21032,Isle of Man,1984,64522.0,,,
4776,21033,Isle of Man,1985,64404.0,,,
4777,21034,Isle of Man,1986,64690.0,,,
4778,21035,Isle of Man,1987,65580.0,,,
4779,21036,Isle of Man,1988,66659.0,,,
4780,21037,Isle of Man,1989,67764.0,,,
4781,21038,Isle of Man,1990,68890.0,,,
4782,21039,Isle of Man,1991,69794.0,,,
4783,21040,Isle of Man,1992,70328.0,,,
4784,21041,Isle of Man,1993,70729.0,,,
4785,21042,Isle of Man,1994,71115.0,,,
4786,21043,Isle of Man,1995,71478.0,,,
4787,21044,Isle of Man,1996,72004.0,,,
4788,21045,Isle of Man,1997,72816.0,,,
4789,21046,Isle of Man,1998,73750.0,,,
4790,21047,Isle of Man,1999,74692.0,,,
4791,21048,Isle of Man,2000,75582.0,,,
4792,21049,Isle of Man,2001,76419.0,,,
4793,21050,Isle of Man,2002,77206.0,,,
4794,21051,Isle of Man,2003,77959.0,,,
4795,21052,Isle of Man,2004,78697.0,,,
4796,21053,Isle of Man,2005,79431.0,,,
4797,21054,Isle of Man,2006,80243.0,,,
4798,21055,Isle of Man,2007,81119.0,,,
4799,21056,Isle of Man,2008,82013.0,,,
4800,21057,Isle of Man,2009,82936.0,,,
4801,21058,Isle of Man,2010,83844.0,,,
4802,21059,Isle of Man,2011,84360.0,,,
4803,21060,Isle of Man,2012,84352.0,,,
4804,21061,Isle of Man,2013,84167.0,,,
4805,21062,Isle of Man,2014,83916.0,,,
4806,21063,Isle of Man,2015,83614.0,,,
4807,21064,Isle of Man,2016,83472.0,,,
4808,21065,Isle of Man,2017,83596.0,,,
4809,21066,Isle of Man,2018,83792.0,,,
4810,21067,Isle of Man,2019,83950.0,,,
4811,21068,Isle of Man,2020,84063.0,,,
4812,21069,Isle of Man,2021,84286.0,,,
4813,21200,Israel,1980,3744612.0,65435676672.0,20.985,0.576
4814,21201,Israel,1981,3816754.0,68815618048.0,21.018,0.157
4815,21202,Israel,1982,3892841.0,70049636352.0,23.855,13.499
4816,21203,Israel,1983,3979099.0,72521859072.0,23.709,-0.611
4817,21204,Israel,1984,4077001.0,73171255296.0,23.498,-0.888
4818,21205,Israel,1985,4182689.0,75693883392.0,24.613,4.743
4819,21206,Israel,1986,4295413.0,79316328448.0,26.348,7.05
4820,21207,Israel,1987,4412035.0,85032771584.0,27.069,2.735
4821,21208,Israel,1988,4535402.0,86737059840.0,29.703,9.73
4822,21209,Israel,1989,4666781.0,87503233024.0,31.394,5.695
4823,21210,Israel,1990,4803255.0,93268262912.0,35.824,14.111
4824,21211,Israel,1991,4942821.0,97249247232.0,36.148,0.905
4825,21212,Israel,1992,5079388.0,103872339968.0,42.082,16.416
4826,21213,Israel,1993,5213005.0,107432747008.0,44.235,5.114
4827,21214,Israel,1994,5346294.0,114590285824.0,47.475,7.325
4828,21215,Israel,1995,5478738.0,125242884096.0,49.866,5.036
4829,21216,Israel,1996,5612491.0,132362215424.0,51.936,4.152
4830,21217,Israel,1997,5743280.0,137269043200.0,54.866,5.641
4831,21218,Israel,1998,5869504.0,142513438720.0,56.01,2.085
4832,21219,Israel,1999,5994091.0,147072876544.0,54.756,-2.238
4833,21220,Israel,2000,6116955.0,159558369280.0,59.519,8.699
4834,21221,Israel,2001,6237984.0,159187451904.0,63.024,5.887
4835,21222,Israel,2002,6356697.0,158357520384.0,59.301,-5.906
4836,21223,Israel,2003,6475917.0,159601999872.0,62.415,5.25
4837,21224,Israel,2004,6595990.0,167111835648.0,58.679,-5.985
4838,21225,Israel,2005,6714119.0,173480329216.0,56.524,-3.673
4839,21226,Israel,2006,6832082.0,182781509632.0,62.149,9.951
4840,21227,Israel,2007,6952007.0,193502150656.0,62.8,1.047
4841,21228,Israel,2008,7074530.0,198668206080.0,67.98,8.249
4842,21229,Israel,2009,7199704.0,200768798720.0,63.861,-6.059
4843,21230,Israel,2010,7328439.0,211431161856.0,68.287,6.931
4844,21231,Israel,2011,7459750.0,221407084544.0,68.595,0.451
4845,21232,Israel,2012,7592099.0,226681126912.0,74.785,9.024
4846,21233,Israel,2013,7726675.0,236605734912.0,63.095,-15.631
4847,21234,Israel,2014,7863849.0,244088406016.0,60.282,-4.458
4848,21235,Israel,2015,8007777.0,250204356608.0,62.939,4.407
4849,21236,Israel,2016,8159015.0,260228481024.0,61.161,-2.826
4850,21237,Israel,2017,8309256.0,269531643904.0,58.842,-3.792
4851,21238,Israel,2018,8456487.0,278806233088.0,60.257,2.405
4852,21239,Israel,2019,8607922.0,,58.645,-2.675
4853,21240,Israel,2020,8757487.0,,55.008,-6.202
4854,21241,Israel,2021,8900057.0,,54.529,-0.872
4855,21372,Italy,1980,56329480.0,1183161647104.0,386.433,0.306
4856,21373,Italy,1981,56532908.0,1188868915200.0,375.3,-2.881
4857,21374,Italy,1982,56585840.0,1194202234880.0,366.879,-2.244
4858,21375,Italy,1983,56607516.0,1208770101248.0,358.409,-2.309
4859,21376,Italy,1984,56620236.0,1239849238528.0,364.601,1.728
4860,21377,Italy,1985,56636468.0,1274693681152.0,368.982,1.202
4861,21378,Italy,1986,56639056.0,1310891966464.0,363.188,-1.57
4862,21379,Italy,1987,56644528.0,1351528480768.0,380.099,4.656
4863,21380,Italy,1988,56670880.0,1403769978880.0,385.962,1.543
4864,21381,Italy,1989,56711524.0,1444197040128.0,404.742,4.866
4865,21382,Italy,1990,56756560.0,1475485237248.0,439.55,8.6
4866,21383,Italy,1991,56794488.0,1508723261440.0,439.094,-0.104
4867,21384,Italy,1992,56833184.0,1531922481152.0,439.315,0.05
4868,21385,Italy,1993,56869456.0,1529549684736.0,431.605,-1.755
4869,21386,Italy,1994,56883820.0,1573413584896.0,425.797,-1.346
4870,21387,Italy,1995,56885124.0,1630198169600.0,449.826,5.643
4871,21388,Italy,1996,56898972.0,1662791450624.0,444.029,-1.289
4872,21389,Italy,1997,56925808.0,1705185902592.0,449.754,1.289
4873,21390,Italy,1998,56938736.0,1744897703936.0,461.946,2.711
4874,21391,Italy,1999,56945064.0,1784528371712.0,466.425,0.97
4875,21392,Italy,2000,56966400.0,1863750516736.0,470.487,0.871
4876,21393,Italy,2001,56994992.0,1910079750144.0,470.568,0.017
4877,21394,Italy,2002,57107576.0,1928259829760.0,477.999,1.579
4878,21395,Italy,2003,57425176.0,1944748163072.0,495.962,3.758
4879,21396,Italy,2004,57860664.0,1989364940800.0,501.563,1.129
4880,21397,Italy,2005,58199876.0,2022361923584.0,502.255,0.138
4881,21398,Italy,2006,58429904.0,2077408362496.0,496.847,-1.077
4882,21399,Italy,2007,58778480.0,2122822582272.0,490.566,-1.264
4883,21400,Italy,2008,59224228.0,2115287121920.0,478.869,-2.385
4884,21401,Italy,2009,59562844.0,2013344956416.0,424.694,-11.313
4885,21402,Italy,2010,59822452.0,2061694140416.0,436.117,2.69
4886,21403,Italy,2011,60025952.0,2088117207040.0,424.256,-2.72
4887,21404,Italy,2012,60190152.0,2029244776448.0,403.697,-4.846
4888,21405,Italy,2013,60312600.0,1994213294080.0,369.68,-8.426
4889,21406,Italy,2014,60322792.0,1996478611456.0,349.39,-5.488
4890,21407,Italy,2015,60232908.0,2012113928192.0,361.163,3.37
4891,21408,Italy,2016,60118628.0,2026955079680.0,358.183,-0.825
4892,21409,Italy,2017,60004024.0,2060761825280.0,352.735,-1.521
4893,21410,Italy,2018,59877432.0,2077209133056.0,349.005,-1.058
4894,21411,Italy,2019,59727936.0,,339.233,-2.8
4895,21412,Italy,2020,59500576.0,,302.279,-10.894
4896,21413,Italy,2021,59240336.0,,328.687,8.737
4897,21544,Jamaica,1980,2135548.0,11088294912.0,8.445,-0.986
4898,21545,Jamaica,1981,2166671.0,11382174720.0,7.408,-12.278
4899,21546,Jamaica,1982,2199604.0,11535212544.0,6.214,-16.123
4900,21547,Jamaica,1983,2232789.0,11802647552.0,6.445,3.715
4901,21548,Jamaica,1984,2264104.0,11703298048.0,5.141,-20.238
4902,21549,Jamaica,1985,2292036.0,11161991168.0,5.042,-1.923
4903,21550,Jamaica,1986,2315874.0,11346420736.0,4.547,-9.809
4904,21551,Jamaica,1987,2336242.0,12223987712.0,5.379,18.294
4905,21552,Jamaica,1988,2354813.0,12576229376.0,4.525,-15.868
4906,21553,Jamaica,1989,2373368.0,13436047360.0,6.724,48.583
4907,21554,Jamaica,1990,2392035.0,14169709568.0,7.527,11.943
4908,21555,Jamaica,1991,2411869.0,14561161216.0,7.751,2.974
4909,21556,Jamaica,1992,2434580.0,15185282048.0,7.709,-0.545
4910,21557,Jamaica,1993,2459064.0,15692845056.0,8.001,3.791
4911,21558,Jamaica,1994,2484186.0,16160345088.0,8.189,2.345
4912,21559,Jamaica,1995,2509369.0,16727488512.0,9.173,12.026
4913,21560,Jamaica,1996,2532895.0,16930953216.0,9.688,5.606
4914,21561,Jamaica,1997,2554952.0,16826990592.0,10.068,3.928
4915,21562,Jamaica,1998,2576569.0,16799006720.0,9.694,-3.716
4916,21563,Jamaica,1999,2596276.0,17139270656.0,9.958,2.725
4917,21564,Jamaica,2000,2612203.0,17441458176.0,10.314,3.573
4918,21565,Jamaica,2001,2625410.0,17823879168.0,10.576,2.545
4919,21566,Jamaica,2002,2638248.0,18032736256.0,10.203,-3.535
4920,21567,Jamaica,2003,2651034.0,18718085120.0,10.667,4.553
4921,21568,Jamaica,2004,2664027.0,18987051008.0,10.574,-0.87
4922,21569,Jamaica,2005,2676868.0,19174920192.0,10.417,-1.491
4923,21570,Jamaica,2006,2689658.0,19747219456.0,11.577,11.143
4924,21571,Jamaica,2007,2701222.0,20046346240.0,10.749,-7.152
4925,21572,Jamaica,2008,2711378.0,19893166080.0,10.78,0.283
4926,21573,Jamaica,2009,2722405.0,19223476224.0,7.934,-26.4
4927,21574,Jamaica,2010,2733904.0,18949013504.0,7.677,-3.233
4928,21575,Jamaica,2011,2746169.0,19220332544.0,8.256,7.533
4929,21576,Jamaica,2012,2759819.0,18945521664.0,7.913,-4.152
4930,21577,Jamaica,2013,2773134.0,18817073152.0,8.492,7.322
4931,21578,Jamaica,2014,2784542.0,18759622656.0,7.697,-9.359
4932,21579,Jamaica,2015,2794455.0,18792005632.0,7.999,3.916
4933,21580,Jamaica,2016,2802699.0,18942029824.0,8.163,2.057
4934,21581,Jamaica,2017,2808388.0,19072161792.0,7.798,-4.482
4935,21582,Jamaica,2018,2811842.0,19431862272.0,8.086,3.705
4936,21583,Jamaica,2019,2813776.0,,7.823,-3.253
4937,21584,Jamaica,2020,2820438.0,,6.944,-11.247
4938,21585,Jamaica,2021,2827701.0,,7.69,10.747
4939,21716,Japan,1980,117624200.0,2500143611904.0,944.869,-0.861
4940,21717,Japan,1981,118385728.0,2579316867072.0,926.836,-1.909
4941,21718,Japan,1982,119098144.0,2658129674240.0,897.408,-3.175
4942,21719,Japan,1983,119793752.0,2719951093760.0,880.909,-1.838
4943,21720,Japan,1984,120470736.0,2826577117184.0,937.07,6.375
4944,21721,Japan,1985,121119024.0,2950873743360.0,912.401,-2.633
4945,21722,Japan,1986,121710304.0,3036325871616.0,912.26,-0.015
4946,21723,Japan,1987,122268888.0,3162653589504.0,902.53,-1.067
4947,21724,Japan,1988,122798304.0,3358737825792.0,985.464,9.189
4948,21725,Japan,1989,123270648.0,3520997621760.0,1021.682,3.675
4949,21726,Japan,1990,123686320.0,3699821510656.0,1158.129,13.355
4950,21727,Japan,1991,124073992.0,3824698523648.0,1169.778,1.006
4951,21728,Japan,1992,124444696.0,3855720120320.0,1179.504,0.831
4952,21729,Japan,1993,124779576.0,3861077295104.0,1172.487,-0.595
4953,21730,Japan,1994,125119264.0,3898677133312.0,1227.514,4.693
4954,21731,Japan,1995,125433968.0,4003033513984.0,1239.909,1.01
4955,21732,Japan,1996,125726224.0,4124648144896.0,1252.447,1.011
4956,21733,Japan,1997,126027984.0,4166540853248.0,1245.139,-0.583
4957,21734,Japan,1998,126308392.0,4117006909440.0,1205.25,-3.204
4958,21735,Japan,1999,126555064.0,4104026587136.0,1241.836,3.036
4959,21736,Japan,2000,126803864.0,4215551819776.0,1264.595,1.833
4960,21737,Japan,2001,127065736.0,4230083772416.0,1249.989,-1.155
4961,21738,Japan,2002,127301744.0,4232499429376.0,1279.362,2.35
4962,21739,Japan,2003,127502352.0,4294503825408.0,1287.692,0.651
4963,21740,Japan,2004,127671288.0,4386537340928.0,1283.077,-0.358
4964,21741,Japan,2005,127798376.0,4456733736960.0,1290.599,0.586
4965,21742,Japan,2006,127902168.0,4517298438144.0,1267.624,-1.78
4966,21743,Japan,2007,128006424.0,4589238091776.0,1303.362,2.819
4967,21744,Japan,2008,128077632.0,4536234147840.0,1232.481,-5.438
4968,21745,Japan,2009,128117040.0,4287889670144.0,1163.375,-5.607
4969,21746,Japan,2010,128105432.0,4464955621376.0,1215.058,4.443
4970,21747,Japan,2011,128007256.0,4456991162368.0,1265.035,4.113
4971,21748,Japan,2012,127853688.0,4523675353088.0,1306.182,3.253
4972,21749,Japan,2013,127678920.0,4614146490368.0,1315.569,0.719
4973,21750,Japan,2014,127476728.0,4629616132096.0,1264.413,-3.888
4974,21751,Japan,2015,127250936.0,4685428162560.0,1223.605,-3.227
4975,21752,Japan,2016,126993856.0,4732216672256.0,1203.888,-1.611
4976,21753,Japan,2017,126662464.0,4844015321088.0,1188.359,-1.29
4977,21754,Japan,2018,126255872.0,4867010592768.0,1143.412,-3.782
4978,21755,Japan,2019,125791680.0,,1106.016,-3.271
4979,21756,Japan,2020,125244760.0,,1042.224,-5.768
4980,21757,Japan,2021,124612528.0,,1067.398,2.415
4981,21888,Jersey,1980,75144.0,,,
4982,21889,Jersey,1981,75608.0,,,
4983,21890,Jersey,1982,76378.0,,,
4984,21891,Jersey,1983,77236.0,,,
4985,21892,Jersey,1984,78063.0,,,
4986,21893,Jersey,1985,78893.0,,,
4987,21894,Jersey,1986,79735.0,,,
4988,21895,Jersey,1987,80598.0,,,
4989,21896,Jersey,1988,81448.0,,,
4990,21897,Jersey,1989,82226.0,,,
4991,21898,Jersey,1990,82897.0,,,
4992,21899,Jersey,1991,83392.0,,,
4993,21900,Jersey,1992,83741.0,,,
4994,21901,Jersey,1993,84016.0,,,
4995,21902,Jersey,1994,84196.0,,,
4996,21903,Jersey,1995,84311.0,,,
4997,21904,Jersey,1996,84570.0,,,
4998,21905,Jersey,1997,85035.0,,,
4999,21906,Jersey,1998,85502.0,,,
5000,21907,Jersey,1999,85908.0,,,
5001,21908,Jersey,2000,86211.0,,,
5002,21909,Jersey,2001,86777.0,,,
5003,21910,Jersey,2002,87742.0,,,
5004,21911,Jersey,2003,88777.0,,,
5005,21912,Jersey,2004,89831.0,,,
5006,21913,Jersey,2005,90913.0,,,
5007,21914,Jersey,2006,91973.0,,,
5008,21915,Jersey,2007,93043.0,,,
5009,21916,Jersey,2008,94112.0,,,
5010,21917,Jersey,2009,95150.0,,,
5011,21918,Jersey,2010,96164.0,,,
5012,21919,Jersey,2011,96853.0,,,
5013,21920,Jersey,2012,97438.0,,,
5014,21921,Jersey,2013,98427.0,,,
5015,21922,Jersey,2014,99390.0,,,
5016,21923,Jersey,2015,100572.0,,,
5017,21924,Jersey,2016,102152.0,,,
5018,21925,Jersey,2017,103623.0,,,
5019,21926,Jersey,2018,105387.0,,,
5020,21927,Jersey,2019,107055.0,,,
5021,21928,Jersey,2020,108332.0,,,
5022,21929,Jersey,2021,109634.0,,,
5023,22060,Jordan,1980,2216908.0,15444604928.0,4.696,24.33
5024,22061,Jordan,1981,2306655.0,16171682816.0,5.825,24.051
5025,22062,Jordan,1982,2406352.0,17370376192.0,6.256,7.39
5026,22063,Jordan,1983,2514792.0,17715677184.0,7.3,16.693
5027,22064,Jordan,1984,2629947.0,19244550144.0,8.247,12.972
5028,22065,Jordan,1985,2751501.0,19913089024.0,8.422,2.118
5029,22066,Jordan,1986,2879812.0,21720213504.0,9.165,8.829
5030,22067,Jordan,1987,3014701.0,22309351424.0,9.506,3.72
5031,22068,Jordan,1988,3157180.0,22080860160.0,9.177,-3.461
5032,22069,Jordan,1989,3310963.0,19744194560.0,9.08,-1.06
5033,22070,Jordan,1990,3480591.0,19715854336.0,10.476,15.382
5034,22071,Jordan,1991,3666384.0,20298213376.0,9.904,-5.465
5035,22072,Jordan,1992,3866894.0,23492214784.0,11.984,21.005
5036,22073,Jordan,1993,4075763.0,24831922176.0,11.774,-1.752
5037,22074,Jordan,1994,4278165.0,26378711040.0,13.25,12.53
5038,22075,Jordan,1995,4458201.0,28377888768.0,13.208,-0.313
5039,22076,Jordan,1996,4608685.0,29368569856.0,13.825,4.674
5040,22077,Jordan,1997,4733666.0,30792687616.0,14.074,1.798
5041,22078,Jordan,1998,4844416.0,32203982848.0,14.253,1.272
5042,22079,Jordan,1999,4950778.0,33788473344.0,14.267,0.095
5043,22080,Jordan,2000,5056172.0,35716132864.0,15.2,6.543
5044,22081,Jordan,2001,5163313.0,38099918848.0,15.61,2.693
5045,22082,Jordan,2002,5275531.0,40832221184.0,16.42,5.195
5046,22083,Jordan,2003,5396122.0,43096850432.0,16.982,3.421
5047,22084,Jordan,2004,5532426.0,47416274944.0,18.671,9.943
5048,22085,Jordan,2005,5678541.0,52009521152.0,20.437,9.459
5049,22086,Jordan,2006,6075550.0,57027649536.0,20.526,0.438
5050,22087,Jordan,2007,6473460.0,62595022848.0,21.436,4.434
5051,22088,Jordan,2008,6632880.0,68244795392.0,20.718,-3.352
5052,22089,Jordan,2009,6780508.0,73471746048.0,21.337,2.986
5053,22090,Jordan,2010,6931263.0,77063831552.0,20.615,-3.381
5054,22091,Jordan,2011,7109980.0,81420263424.0,21.244,3.048
5055,22092,Jordan,2012,7211866.0,85277655040.0,23.815,12.101
5056,22093,Jordan,2013,7694818.0,89527279616.0,23.818,0.015
5057,22094,Jordan,2014,8658030.0,94014873600.0,25.899,8.735
5058,22095,Jordan,2015,9494250.0,97646624768.0,25.557,-1.319
5059,22096,Jordan,2016,9964659.0,100765786112.0,24.255,-5.096
5060,22097,Jordan,2017,10215384.0,102897983488.0,25.429,4.84
5061,22098,Jordan,2018,10459864.0,104894210048.0,24.96,-1.844
5062,22099,Jordan,2019,10698682.0,,26.328,5.483
5063,22100,Jordan,2020,10928723.0,,24.942,-5.264
5064,22101,Jordan,2021,11148288.0,,25.594,2.612
5065,22236,Kazakhstan,1980,14172706.0,178088984576.0,230.175,3.883
5066,22237,Kazakhstan,1981,14397397.0,175643328512.0,225.492,-2.035
5067,22238,Kazakhstan,1982,14634182.0,173265846272.0,229.654,1.846
5068,22239,Kazakhstan,1983,14885973.0,181502738432.0,232.702,1.327
5069,22240,Kazakhstan,1984,15147590.0,180576616448.0,234.573,0.804
5070,22241,Kazakhstan,1985,15413315.0,182290350080.0,253.052,7.878
5071,22242,Kazakhstan,1986,15721289.0,184592269312.0,258.049,1.975
5072,22243,Kazakhstan,1987,16072474.0,183469473792.0,256.614,-0.556
5073,22244,Kazakhstan,1988,16430588.0,198629916672.0,273.666,6.645
5074,22245,Kazakhstan,1989,16704995.0,197669306368.0,264.541,-3.335
5075,22246,Kazakhstan,1990,16866574.0,194940977152.0,278.782,5.383
5076,22247,Kazakhstan,1991,16993796.0,174429519872.0,269.49,-3.333
5077,22248,Kazakhstan,1992,17043420.0,166043893760.0,245.216,-9.007
5078,22249,Kazakhstan,1993,16979700.0,151572676608.0,217.964,-11.113
5079,22250,Kazakhstan,1994,16747153.0,133221818368.0,184.333,-15.43
5080,22251,Kazakhstan,1995,16434323.0,122950926336.0,177.082,-3.933
5081,22252,Kazakhstan,1996,16144248.0,124225961984.0,162.76,-8.088
5082,22253,Kazakhstan,1997,15820435.0,127005614080.0,154.166,-5.28
5083,22254,Kazakhstan,1998,15474257.0,125251796992.0,148.818,-3.469
5084,22255,Kazakhstan,1999,15256256.0,129322688512.0,123.722,-16.864
5085,22256,Kazakhstan,2000,15236256.0,142758051840.0,147.474,19.198
5086,22257,Kazakhstan,2001,15281288.0,162896068608.0,142.295,-3.512
5087,22258,Kazakhstan,2002,15338962.0,179806994432.0,159.971,12.422
5088,22259,Kazakhstan,2003,15416709.0,197584060416.0,177.824,11.16
5089,22260,Kazakhstan,2004,15521921.0,217713229824.0,187.304,5.331
5090,22261,Kazakhstan,2005,15656255.0,240091856896.0,200.438,7.012
5091,22262,Kazakhstan,2006,15822751.0,267206115328.0,220.048,9.784
5092,22263,Kazakhstan,2007,16006138.0,292533534720.0,226.129,2.763
5093,22264,Kazakhstan,2008,16196521.0,303795863552.0,227.121,0.439
5094,22265,Kazakhstan,2009,16402365.0,309091467264.0,221.057,-2.67
5095,22266,Kazakhstan,2010,16627839.0,333426884608.0,246.983,11.728
5096,22267,Kazakhstan,2011,16864920.0,360338718720.0,237.034,-4.028
5097,22268,Kazakhstan,2012,17102868.0,378347749376.0,243.922,2.906
5098,22269,Kazakhstan,2013,17345734.0,401054334976.0,251.453,3.087
5099,22270,Kazakhstan,2014,17592296.0,418303442944.0,297.643,18.37
5100,22271,Kazakhstan,2015,17835908.0,423317831680.0,301.273,1.219
5101,22272,Kazakhstan,2016,18078558.0,427912429568.0,304.84,1.184
5102,22273,Kazakhstan,2017,18314822.0,445456809984.0,320.791,5.233
5103,22274,Kazakhstan,2018,18538100.0,463720546304.0,331.821,3.438
5104,22275,Kazakhstan,2019,18754260.0,,297.569,-10.322
5105,22276,Kazakhstan,2020,18979250.0,,278.405,-6.44
5106,22277,Kazakhstan,2021,19196468.0,,276.683,-0.618
5107,22408,Kenya,1980,16187124.0,27353659392.0,6.152,22.74
5108,22409,Kenya,1981,16785966.0,27977959424.0,6.473,5.227
5109,22410,Kenya,1982,17411500.0,29668751360.0,4.634,-28.414
5110,22411,Kenya,1983,18069468.0,29852176384.0,4.595,-0.844
5111,22412,Kenya,1984,18753178.0,30366042112.0,4.253,-7.434
5112,22413,Kenya,1985,19452160.0,31697426432.0,3.716,-12.63
5113,22414,Kenya,1986,20160886.0,33951055872.0,4.073,9.607
5114,22415,Kenya,1987,20882096.0,35990433792.0,5.076,24.625
5115,22416,Kenya,1988,21626126.0,38155534336.0,4.69,-7.604
5116,22417,Kenya,1989,22387804.0,39859834880.0,5.088,8.497
5117,22418,Kenya,1990,23162270.0,41570971648.0,5.687,11.766
5118,22419,Kenya,1991,23918238.0,42852790272.0,4.709,-17.201
5119,22420,Kenya,1992,24655724.0,43098116096.0,5.402,14.726
5120,22421,Kenya,1993,25391832.0,43754835968.0,6.215,15.036
5121,22422,Kenya,1994,26133748.0,45663588352.0,6.422,3.334
5122,22423,Kenya,1995,26878350.0,48490934272.0,7.406,15.321
5123,22424,Kenya,1996,27615736.0,51489488896.0,9.155,23.619
5124,22425,Kenya,1997,28364268.0,52761223168.0,8.12,-11.31
5125,22426,Kenya,1998,29137380.0,55518261248.0,9.896,21.88
5126,22427,Kenya,1999,29965128.0,57993138176.0,10.029,1.342
5127,22428,Kenya,2000,30851604.0,59408908288.0,10.391,3.606
5128,22429,Kenya,2001,31800344.0,62956466176.0,9.237,-11.103
5129,22430,Kenya,2002,32779824.0,64478130176.0,7.819,-15.347
5130,22431,Kenya,2003,33767120.0,67617075200.0,6.587,-15.758
5131,22432,Kenya,2004,34791836.0,72070029312.0,7.439,12.933
5132,22433,Kenya,2005,35843016.0,77598875648.0,8.338,12.09
5133,22434,Kenya,2006,36925260.0,83653541888.0,9.336,11.961
5134,22435,Kenya,2007,38036796.0,91061403648.0,9.541,2.196
5135,22436,Kenya,2008,39186896.0,92973744128.0,9.911,3.882
5136,22437,Kenya,2009,40364448.0,97797562368.0,11.967,20.74
5137,22438,Kenya,2010,41517896.0,108091064320.0,11.745,-1.854
5138,22439,Kenya,2011,42635148.0,117165826048.0,12.928,10.078
5139,22440,Kenya,2012,43725808.0,122978803712.0,11.967,-7.434
5140,22441,Kenya,2013,44792368.0,130279317504.0,12.906,7.842
5141,22442,Kenya,2014,45831860.0,137740222464.0,13.882,7.561
5142,22443,Kenya,2015,46851496.0,146192515072.0,16.295,17.39
5143,22444,Kenya,2016,47894668.0,155624144896.0,17.391,6.72
5144,22445,Kenya,2017,48948140.0,163192143872.0,17.018,-2.14
5145,22446,Kenya,2018,49953300.0,173505904640.0,18.169,6.762
5146,22447,Kenya,2019,50951452.0,,19.177,5.548
5147,22448,Kenya,2020,51985780.0,,18.276,-4.7
5148,22449,Kenya,2021,53005616.0,,19.875,8.752
5149,22469,Kiribati,1980,60835.0,,0.029,14.286
5150,22470,Kiribati,1981,61894.0,,0.029,0.0
5151,22471,Kiribati,1982,62997.0,,0.026,-12.5
5152,22472,Kiribati,1983,64145.0,,0.022,-14.286
5153,22473,Kiribati,1984,65356.0,,0.022,0.0
5154,22474,Kiribati,1985,66724.0,,0.022,0.0
5155,22475,Kiribati,1986,68283.0,,0.018,-16.667
5156,22476,Kiribati,1987,69966.0,,0.022,20.0
5157,22477,Kiribati,1988,71700.0,,0.022,0.0
5158,22478,Kiribati,1989,73448.0,,0.022,0.0
5159,22479,Kiribati,1990,75140.0,,0.022,0.0
